order_id,customer_id,product_id,order_date,product_price,product_rating,product_historical_return_rate,customer_age,customer_previous_orders,customer_previous_returns,customer_return_rate,quantity,discount_pct,delivery_distance_km,expected_delivery_days,order_month,order_day_of_week,category,payment_type,discount_bucket,price_bucket,returned
O016170,C03435,P00432,2025-05-28 03:23:52.385809,2921.76,4.31,0.2326,29,9,1,0.1111111111111111,2,32.6,12.7,3,5,2,Footwear,Debit Card,High,Premium,0
O016171,C07018,P01781,2025-05-28 03:36:58.645466,2270.87,4.37,0.1292,50,10,1,0.1,2,10.5,2.8,3,5,2,Footwear,UPI,Medium,Premium,0
O016172,C02673,P02282,2025-05-28 03:50:04.905122,1486.81,4.51,0.0718,58,7,1,0.1428571428571428,1,5.8,13.9,1,5,2,Books,UPI,Low,Mid,0
O016173,C03967,P01675,2025-05-28 04:03:11.164779,2173.43,4.07,0.1328,54,10,6,0.6,2,30.3,8.1,3,5,2,Electronics,COD,High,Premium,0
O016174,C04864,P00786,2025-05-28 04:16:17.424435,579.46,3.49,0.1638,51,4,2,0.5,1,19.5,10.5,3,5,2,Sports,Debit Card,Medium,Mid,0
O016175,C01638,P01068,2025-05-28 04:29:23.684092,1411.34,3.83,0.2017,47,6,1,0.1666666666666666,1,9.7,38.6,3,5,2,Home & Kitchen,UPI,Low,Mid,1
O016176,C06523,P01052,2025-05-28 04:42:29.943748,5708.09,3.8,0.2105,25,4,2,0.5,1,42.8,7.2,3,5,2,Fashion,Credit Card,Very High,Luxury,0
O016177,C03550,P02204,2025-05-28 04:55:36.203405,1667.3,3.98,0.1354,48,11,2,0.1818181818181818,1,18.3,25.3,5,5,2,Sports,Credit Card,Medium,Premium,0
O016178,C02053,P00761,2025-05-28 05:08:42.463061,1369.6,4.5,0.3088,34,10,1,0.1,2,27.8,2.7,2,5,2,Fashion,COD,High,Mid,0
O016179,C02370,P01752,2025-05-28 05:21:48.722718,841.04,3.88,0.2327,26,10,2,0.2,2,17.8,2.5,4,5,2,Fashion,Credit Card,Medium,Mid,0
O016180,C02899,P00101,2025-05-28 05:34:54.982374,190.46,4.13,0.2724,55,11,3,0.2727272727272727,1,13.9,4.0,2,5,2,Footwear,Debit Card,Medium,Budget,0
O016181,C04047,P01073,2025-05-28 05:48:01.242031,351.1,4.92,0.0568,39,5,2,0.4,1,4.9,15.6,2,5,2,Electronics,UPI,Low,Budget,0
O016182,C00002,P02295,2025-05-28 06:01:07.501687,2555.92,4.33,0.2203,54,7,0,0.0,1,25.9,11.2,4,5,2,Fashion,Credit Card,High,Premium,0
O016183,C01319,P01794,2025-05-28 06:14:13.761344,459.85,4.1,0.1123,39,7,2,0.2857142857142857,1,17.1,8.7,4,5,2,Electronics,Credit Card,Medium,Budget,0
O016184,C05568,P00030,2025-05-28 06:27:20.021000,1620.23,3.43,0.0653,34,6,0,0.0,1,15.2,16.9,3,5,2,Electronics,Credit Card,Medium,Premium,1
O016185,C05253,P02305,2025-05-28 06:40:26.280657,3753.59,5.0,0.0385,51,7,3,0.4285714285714285,1,19.5,5.8,3,5,2,Books,UPI,Medium,Premium,0
O016186,C06501,P01916,2025-05-28 06:53:32.540313,727.27,4.25,0.1012,23,7,6,0.8571428571428571,1,19.8,6.1,2,5,2,Electronics,COD,Medium,Mid,0
O016187,C03854,P00654,2025-05-28 07:06:38.799970,2945.27,3.68,0.073,34,6,0,0.0,1,17.5,12.1,3,5,2,Electronics,UPI,Medium,Premium,0
O016188,C00587,P01111,2025-05-28 07:19:45.059626,494.25,4.19,0.2744,50,9,3,0.3333333333333333,2,17.4,17.2,3,5,2,Fashion,UPI,Medium,Budget,0
O016189,C07234,P02190,2025-05-28 07:32:51.319282,438.02,3.53,0.0726,35,15,7,0.4666666666666667,2,18.4,5.9,3,5,2,Beauty,UPI,Medium,Budget,1
O016190,C05511,P01617,2025-05-28 07:45:57.578939,1152.9,4.48,0.1125,37,8,1,0.125,1,27.5,21.8,3,5,2,Electronics,Debit Card,High,Mid,0
O016191,C07061,P02400,2025-05-28 07:59:03.838595,814.96,4.2,0.1299,40,5,3,0.6,1,20.8,10.0,3,5,2,Home & Kitchen,COD,Medium,Mid,0
O016192,C05766,P00771,2025-05-28 08:12:10.098252,3934.98,3.44,0.2598,43,10,2,0.2,2,0.0,21.4,3,5,2,Fashion,COD,Low,Premium,0
O016193,C04155,P01922,2025-05-28 08:25:16.357908,4217.51,3.79,0.1333,28,8,0,0.0,1,16.5,20.1,3,5,2,Home & Kitchen,Debit Card,Medium,Premium,0
O016194,C03356,P01793,2025-05-28 08:38:22.617565,151.35,4.49,0.1174,38,6,1,0.1666666666666666,1,22.2,1.3,2,5,2,Sports,Wallet,Medium,Budget,0
O016195,C04479,P00985,2025-05-28 08:51:28.877221,405.59,3.56,0.2594,58,7,2,0.2857142857142857,1,29.4,16.4,3,5,2,Fashion,COD,High,Budget,0
O016196,C05504,P00797,2025-05-28 09:04:35.136878,1027.99,3.55,0.138,52,12,5,0.4166666666666667,1,18.0,15.3,3,5,2,Beauty,Wallet,Medium,Mid,0
O016197,C00523,P00621,2025-05-28 09:17:41.396534,296.84,4.18,0.2561,27,8,2,0.25,1,35.0,12.4,3,5,2,Fashion,UPI,High,Budget,1
O016198,C06540,P02180,2025-05-28 09:30:47.656191,1020.47,3.46,0.1472,24,8,1,0.125,1,0.1,5.8,3,5,2,Sports,Debit Card,Low,Mid,0
O016199,C00739,P01657,2025-05-28 09:43:53.915847,547.86,4.28,0.2422,52,7,4,0.5714285714285714,1,11.8,20.0,3,5,2,Footwear,UPI,Medium,Mid,0
O016200,C04495,P00946,2025-05-28 09:57:00.175504,166.38,3.33,0.2493,32,8,3,0.375,1,23.9,11.2,2,5,2,Fashion,Credit Card,Medium,Budget,1
O016201,C04038,P00873,2025-05-28 10:10:06.435160,925.06,4.23,0.1604,46,6,0,0.0,2,0.0,12.9,3,5,2,Sports,UPI,Low,Mid,1
O016202,C07883,P00773,2025-05-28 10:23:12.694817,1305.98,4.4,0.0636,61,2,0,0.0,2,9.4,4.9,2,5,2,Beauty,COD,Low,Mid,0
O016203,C01851,P00455,2025-05-28 10:36:18.954473,2770.97,4.93,0.1975,21,10,0,0.0,1,15.5,12.5,3,5,2,Home & Kitchen,Debit Card,Medium,Premium,0
O016204,C02175,P01379,2025-05-28 10:49:25.214130,226.38,3.7,0.1182,28,7,4,0.5714285714285714,2,16.2,15.4,2,5,2,Sports,Credit Card,Medium,Budget,0
O016205,C05302,P01965,2025-05-28 11:02:31.473786,1476.17,3.31,0.2017,64,13,2,0.1538461538461538,3,30.5,5.8,2,5,2,Footwear,Credit Card,High,Mid,0
O016206,C03010,P02122,2025-05-28 11:15:37.733443,922.17,3.88,0.1167,56,3,1,0.3333333333333333,1,25.2,2.0,3,5,2,Home & Kitchen,UPI,High,Mid,0
O016207,C02545,P02053,2025-05-28 11:28:43.993099,2694.39,3.73,0.1951,55,6,1,0.1666666666666666,1,14.3,12.4,3,5,2,Home & Kitchen,Wallet,Medium,Premium,0
O016208,C00040,P00616,2025-05-28 11:41:50.252756,3487.15,3.68,0.0586,47,5,0,0.0,2,0.0,12.9,3,5,2,Beauty,UPI,Low,Premium,0
O016209,C04052,P01485,2025-05-28 11:54:56.512412,2264.49,3.98,0.1766,36,7,2,0.2857142857142857,1,10.8,2.4,2,5,2,Footwear,Debit Card,Medium,Premium,1
O016210,C01773,P01914,2025-05-28 12:08:02.772069,650.21,3.96,0.189,35,6,0,0.0,1,22.6,22.8,2,5,2,Fashion,COD,Medium,Mid,1
O016211,C05922,P00923,2025-05-28 12:21:09.031725,1038.9,4.77,0.0928,55,13,2,0.1538461538461538,1,20.0,28.9,4,5,2,Books,COD,Medium,Mid,0
O016212,C07268,P01037,2025-05-28 12:34:15.291382,1046.23,3.47,0.1265,37,11,1,0.0909090909090909,1,18.1,17.7,3,5,2,Home & Kitchen,Debit Card,Medium,Mid,0
O016213,C00398,P00325,2025-05-28 12:47:21.551038,402.2,3.4,0.16,27,8,0,0.0,3,29.2,52.9,5,5,2,Electronics,Wallet,High,Budget,0
O016214,C07081,P01161,2025-05-28 13:00:27.810695,1170.74,4.54,0.2697,34,5,2,0.4,1,29.5,11.5,3,5,2,Fashion,Debit Card,High,Mid,0
O016215,C05311,P01438,2025-05-28 13:13:34.070351,913.86,4.55,0.0869,60,9,1,0.1111111111111111,1,24.3,6.9,2,5,2,Books,Debit Card,Medium,Mid,0
O016216,C04096,P00038,2025-05-28 13:26:40.330008,503.54,3.86,0.0462,43,6,0,0.0,1,39.6,17.1,3,5,2,Books,COD,High,Mid,0
O016217,C06362,P00524,2025-05-28 13:39:46.589664,1164.75,4.09,0.2512,62,4,2,0.5,1,0.9,27.4,3,5,2,Fashion,UPI,Low,Mid,0
O016218,C02773,P01632,2025-05-28 13:52:52.849321,1194.26,4.63,0.0858,27,5,1,0.2,1,13.7,6.7,2,5,2,Home & Kitchen,Credit Card,Medium,Mid,1
O016219,C05602,P00103,2025-05-28 14:05:59.108977,1581.08,3.08,0.0977,64,7,1,0.1428571428571428,1,1.2,12.0,2,5,2,Electronics,UPI,Low,Premium,0
O016220,C04433,P00987,2025-05-28 14:19:05.368634,2671.52,4.44,0.163,60,12,2,0.1666666666666666,1,29.3,41.8,5,5,2,Electronics,Credit Card,High,Premium,0
O016221,C02915,P00302,2025-05-28 14:32:11.628290,11234.44,3.86,0.2782,37,8,0,0.0,1,17.9,18.0,3,5,2,Fashion,UPI,Medium,Luxury,0
O016222,C05398,P01632,2025-05-28 14:45:17.887947,1194.26,4.63,0.0858,36,8,2,0.25,1,12.0,9.7,5,5,2,Home & Kitchen,UPI,Medium,Mid,0
O016223,C05918,P01867,2025-05-28 14:58:24.147603,280.69,3.68,0.0864,29,10,0,0.0,1,17.8,13.1,3,5,2,Electronics,UPI,Medium,Budget,0
O016224,C03195,P02149,2025-05-28 15:11:30.407260,690.76,3.18,0.1228,52,11,1,0.0909090909090909,1,1.4,29.2,3,5,2,Beauty,COD,Low,Mid,0
O016225,C00153,P02110,2025-05-28 15:24:36.666916,365.82,4.39,0.088,61,8,0,0.0,1,38.8,2.2,4,5,2,Books,Credit Card,High,Budget,0
O016226,C02908,P02196,2025-05-28 15:37:42.926573,1486.02,3.84,0.2085,62,6,0,0.0,1,31.2,13.7,2,5,2,Footwear,UPI,High,Mid,0
O016227,C04613,P01511,2025-05-28 15:50:49.186229,3738.33,3.92,0.2395,54,9,0,0.0,1,0.0,7.1,3,5,2,Footwear,UPI,Low,Premium,0
O016228,C00442,P02326,2025-05-28 16:03:55.445886,1370.24,4.07,0.1281,32,9,0,0.0,1,26.3,18.3,2,5,2,Home & Kitchen,Debit Card,High,Mid,0
O016229,C02140,P00109,2025-05-28 16:17:01.705542,821.41,4.86,0.0694,36,5,3,0.6,2,16.8,14.1,3,5,2,Electronics,Credit Card,Medium,Mid,0
O016230,C02762,P01730,2025-05-28 16:30:07.965199,4095.96,3.62,0.1259,38,9,1,0.1111111111111111,1,19.7,15.9,4,5,2,Beauty,UPI,Medium,Premium,0
O016231,C01662,P01430,2025-05-28 16:43:14.224855,568.69,3.57,0.2581,46,9,4,0.4444444444444444,1,29.1,16.0,1,5,2,Fashion,Credit Card,High,Mid,1
O016232,C00734,P02189,2025-05-28 16:56:20.484512,282.27,4.11,0.1211,54,5,3,0.6,1,12.2,20.9,3,5,2,Electronics,Credit Card,Medium,Budget,1
O016233,C01666,P01966,2025-05-28 17:09:26.744168,998.96,4.64,0.1739,36,4,1,0.25,1,34.1,23.7,4,5,2,Fashion,Debit Card,High,Mid,0
O016234,C00625,P01854,2025-05-28 17:22:33.003825,564.7,3.97,0.243,46,6,0,0.0,1,8.0,6.9,2,5,2,Footwear,Credit Card,Low,Mid,1
O016235,C02641,P02401,2025-05-28 17:35:39.263481,3883.32,4.68,0.1618,29,13,1,0.0769230769230769,1,11.7,10.6,3,5,2,Sports,Credit Card,Medium,Premium,0
O016236,C05101,P01865,2025-05-28 17:48:45.523138,156.3,4.25,0.2346,43,12,3,0.25,1,26.9,9.1,3,5,2,Fashion,Credit Card,High,Budget,0
O016237,C06287,P00708,2025-05-28 18:01:51.782794,386.72,4.09,0.0794,21,10,0,0.0,1,27.5,24.7,3,5,2,Books,Wallet,High,Budget,0
O016238,C06362,P02216,2025-05-28 18:14:58.042451,391.0,4.65,0.114,62,4,2,0.5,2,0.0,6.4,2,5,2,Books,Debit Card,Low,Budget,0
O016239,C03091,P01145,2025-05-28 18:28:04.302107,569.59,4.3,0.2497,34,8,3,0.375,1,22.6,7.8,2,5,2,Fashion,UPI,Medium,Mid,1
O016240,C02260,P00094,2025-05-28 18:41:10.561764,1669.02,3.68,0.1024,64,10,1,0.1,2,27.2,8.9,2,5,2,Electronics,Debit Card,High,Premium,0
O016241,C01093,P01338,2025-05-28 18:54:16.821420,1657.37,3.9,0.0524,57,15,4,0.2666666666666666,1,20.1,2.9,3,5,2,Electronics,UPI,Medium,Premium,0
O016242,C07518,P00740,2025-05-28 19:07:23.081077,555.06,3.92,0.2493,61,6,2,0.3333333333333333,2,5.2,17.5,3,5,2,Fashion,UPI,Low,Mid,1
O016243,C05527,P00197,2025-05-28 19:20:29.340733,321.89,3.95,0.1959,45,8,0,0.0,1,23.8,6.5,3,5,2,Footwear,Credit Card,Medium,Budget,0
O016244,C03203,P02173,2025-05-28 19:33:35.600390,1592.55,4.53,0.1176,54,7,2,0.2857142857142857,1,0.0,12.9,4,5,2,Electronics,UPI,Low,Premium,0
O016245,C07538,P02135,2025-05-28 19:46:41.860046,1487.4,3.82,0.02,49,7,0,0.0,3,15.3,16.4,3,5,2,Books,UPI,Medium,Mid,0
O016246,C00045,P00801,2025-05-28 19:59:48.119702,566.53,4.52,0.2662,21,8,0,0.0,1,13.3,43.2,3,5,2,Fashion,Debit Card,Medium,Mid,1
O016247,C01977,P01490,2025-05-28 20:12:54.379359,729.75,4.36,0.2106,61,6,1,0.1666666666666666,1,6.1,10.8,5,5,2,Footwear,UPI,Low,Mid,0
O016248,C05668,P01945,2025-05-28 20:26:00.639015,1461.67,4.27,0.0578,56,5,0,0.0,2,18.7,7.7,4,5,2,Sports,Debit Card,Medium,Mid,0
O016249,C07429,P01723,2025-05-28 20:39:06.898672,399.39,3.96,0.2545,59,13,3,0.2307692307692307,1,15.0,25.0,3,5,2,Fashion,COD,Medium,Budget,1
O016250,C06927,P00863,2025-05-28 20:52:13.158328,1209.74,3.65,0.2404,36,10,2,0.2,1,30.6,14.5,5,5,2,Fashion,Credit Card,High,Mid,0
O016251,C01649,P01781,2025-05-28 21:05:19.417985,2270.87,4.37,0.1292,63,12,0,0.0,1,0.0,32.8,4,5,2,Footwear,UPI,Low,Premium,1
O016252,C05292,P00724,2025-05-28 21:18:25.677641,1603.88,4.03,0.1946,59,3,1,0.3333333333333333,1,23.8,41.8,5,5,2,Footwear,COD,Medium,Premium,0
O016253,C01598,P01016,2025-05-28 21:31:31.937298,309.27,3.79,0.2727,52,6,0,0.0,1,14.5,6.0,3,5,2,Fashion,COD,Medium,Budget,1
O016254,C05193,P00690,2025-05-28 21:44:38.196954,460.14,3.46,0.1474,41,7,1,0.1428571428571428,2,40.5,2.7,3,5,2,Sports,UPI,Very High,Budget,0
O016255,C02452,P00265,2025-05-28 21:57:44.456611,842.7,4.08,0.2461,59,6,2,0.3333333333333333,1,0.0,24.3,4,5,2,Fashion,Credit Card,Low,Mid,1
O016256,C04351,P02369,2025-05-28 22:10:50.716267,526.91,4.49,0.2515,46,10,1,0.1,1,9.2,11.5,2,5,2,Fashion,COD,Low,Mid,1
O016257,C05727,P02168,2025-05-28 22:23:56.975924,1093.97,4.76,0.0478,42,7,3,0.4285714285714285,2,13.7,5.1,2,5,2,Books,UPI,Medium,Mid,0
O016258,C03897,P01253,2025-05-28 22:37:03.235580,800.49,4.65,0.0473,43,9,0,0.0,3,1.6,9.4,3,5,2,Books,UPI,Low,Mid,0
O016259,C04851,P01050,2025-05-28 22:50:09.495237,1494.17,4.23,0.1448,61,11,0,0.0,3,15.4,5.9,3,5,2,Home & Kitchen,UPI,Medium,Mid,0
O016260,C00437,P00432,2025-05-28 23:03:15.754893,2921.76,4.31,0.2326,44,7,1,0.1428571428571428,1,28.0,1.7,3,5,2,Footwear,UPI,High,Premium,0
O016261,C06830,P01094,2025-05-28 23:16:22.014550,651.57,3.77,0.1563,32,0,0,0.0,2,20.2,13.2,3,5,2,Electronics,COD,Medium,Mid,0
O016262,C03893,P01981,2025-05-28 23:29:28.274206,1669.92,4.75,0.1014,38,7,0,0.0,1,25.5,16.1,3,5,2,Beauty,UPI,High,Premium,0
O016263,C05577,P01505,2025-05-28 23:42:34.533863,1593.59,3.58,0.1067,45,1,0,0.0,1,14.1,40.5,3,5,2,Sports,Debit Card,Medium,Premium,0
O016264,C06855,P01831,2025-05-28 23:55:40.793519,2498.57,3.8,0.0951,59,12,2,0.1666666666666666,4,14.0,42.3,5,5,2,Electronics,COD,Medium,Premium,0
O016265,C04969,P01634,2025-05-29 00:08:47.053176,12126.61,4.2,0.0757,19,8,0,0.0,4,0.0,17.2,2,5,3,Books,UPI,Low,Luxury,0
O016266,C01286,P01955,2025-05-29 00:21:53.312832,638.98,4.02,0.1233,20,9,1,0.1111111111111111,1,10.8,21.9,3,5,3,Sports,COD,Medium,Mid,1
O016267,C00927,P01691,2025-05-29 00:34:59.572489,5275.32,4.07,0.1818,43,8,1,0.125,3,23.8,21.9,3,5,3,Home & Kitchen,UPI,Medium,Luxury,0
O016268,C00592,P00087,2025-05-29 00:48:05.832145,1078.35,3.67,0.1991,60,10,1,0.1,1,16.8,21.9,2,5,3,Fashion,Debit Card,Medium,Mid,0
O016269,C05666,P02347,2025-05-29 01:01:12.091802,423.01,3.57,0.1122,39,10,0,0.0,2,38.8,13.9,3,5,3,Electronics,Credit Card,High,Budget,0
O016270,C02307,P01791,2025-05-29 01:14:18.351458,1415.1,4.3,0.2644,33,6,3,0.5,1,20.0,65.2,4,5,3,Footwear,UPI,Medium,Mid,0
O016271,C01008,P00926,2025-05-29 01:27:24.611115,1456.09,3.61,0.0383,41,8,1,0.125,1,39.3,12.1,2,5,3,Home & Kitchen,Credit Card,High,Mid,0
O016272,C05792,P02477,2025-05-29 01:40:30.870771,407.8,4.29,0.2499,22,9,1,0.1111111111111111,1,15.5,11.2,2,5,3,Fashion,COD,Medium,Budget,0
O016273,C00500,P01060,2025-05-29 01:53:37.130428,1161.27,4.79,0.1371,38,6,0,0.0,2,18.2,11.0,3,5,3,Home & Kitchen,UPI,Medium,Mid,1
O016274,C07513,P01798,2025-05-29 02:06:43.390084,2093.15,4.03,0.1456,40,6,2,0.3333333333333333,1,18.1,4.1,3,5,3,Home & Kitchen,COD,Medium,Premium,0
O016275,C07722,P01751,2025-05-29 02:19:49.649741,729.99,5.0,0.2388,40,10,2,0.2,1,17.9,39.2,5,5,3,Fashion,Debit Card,Medium,Mid,1
O016276,C01860,P00938,2025-05-29 02:32:55.909397,1169.0,4.43,0.1369,52,6,0,0.0,1,16.9,4.1,2,5,3,Electronics,UPI,Medium,Mid,0
O016277,C01960,P00818,2025-05-29 02:46:02.169054,811.0,4.35,0.1917,26,11,1,0.0909090909090909,1,17.9,10.9,2,5,3,Fashion,UPI,Medium,Mid,0
O016278,C01018,P00054,2025-05-29 02:59:08.428710,1166.31,4.12,0.2264,41,9,2,0.2222222222222222,1,17.6,6.8,4,5,3,Fashion,Wallet,Medium,Mid,1
O016279,C00034,P02423,2025-05-29 03:12:14.688367,1297.11,4.02,0.2422,44,7,4,0.5714285714285714,1,36.0,9.9,2,5,3,Fashion,UPI,High,Mid,1
O016280,C07421,P02425,2025-05-29 03:25:20.948023,2317.57,4.01,0.02,51,12,1,0.0833333333333333,1,18.1,18.7,3,5,3,Books,Debit Card,Medium,Premium,1
O016281,C06534,P00091,2025-05-29 03:38:27.207680,1554.22,4.43,0.1339,26,9,1,0.1111111111111111,1,0.4,25.0,2,5,3,Sports,Credit Card,Low,Premium,0
O016282,C07145,P01086,2025-05-29 03:51:33.467336,4302.78,4.46,0.1539,28,6,1,0.1666666666666666,1,29.2,11.0,3,5,3,Home & Kitchen,COD,High,Premium,0
O016283,C01727,P01749,2025-05-29 04:04:39.726993,654.64,4.26,0.2119,62,11,4,0.3636363636363636,3,27.2,2.2,3,5,3,Fashion,UPI,High,Mid,1
O016284,C04403,P02403,2025-05-29 04:17:45.986649,613.35,3.94,0.0513,36,9,5,0.5555555555555556,1,7.6,7.6,3,5,3,Books,COD,Low,Mid,0
O016285,C00117,P01015,2025-05-29 04:30:52.246306,9177.33,4.16,0.0987,19,7,0,0.0,1,16.5,11.3,2,5,3,Electronics,Credit Card,Medium,Luxury,0
O016286,C05094,P01188,2025-05-29 04:43:58.505962,2460.31,3.44,0.2011,63,8,1,0.125,1,9.3,16.7,3,5,3,Footwear,Wallet,Low,Premium,0
O016287,C07774,P00370,2025-05-29 04:57:04.765619,917.09,5.0,0.1445,64,7,1,0.1428571428571428,2,1.4,21.7,3,5,3,Sports,UPI,Low,Mid,0
O016288,C04354,P01948,2025-05-29 05:10:11.025275,874.58,4.11,0.1379,37,6,3,0.5,1,22.1,3.7,4,5,3,Beauty,COD,Medium,Mid,0
O016289,C01537,P01603,2025-05-29 05:23:17.284932,459.18,4.08,0.0385,25,12,2,0.1666666666666666,2,15.6,12.6,2,5,3,Electronics,UPI,Medium,Budget,0
O016290,C00574,P01433,2025-05-29 05:36:23.544588,2190.32,4.98,0.31,20,9,3,0.3333333333333333,1,22.5,37.8,3,5,3,Fashion,UPI,Medium,Premium,0
O016291,C01930,P00939,2025-05-29 05:49:29.804245,2749.47,2.68,0.0404,62,7,1,0.1428571428571428,1,18.9,33.3,3,5,3,Home & Kitchen,COD,Medium,Premium,0
O016292,C05523,P02327,2025-05-29 06:02:36.063901,449.48,4.35,0.0851,53,9,5,0.5555555555555556,1,60.0,6.4,3,5,3,Electronics,Credit Card,Very High,Budget,1
O016293,C00810,P02373,2025-05-29 06:15:42.323558,748.74,4.34,0.0234,64,10,0,0.0,1,30.9,9.2,2,5,3,Sports,UPI,High,Mid,0
O016294,C05440,P00196,2025-05-29 06:28:48.583214,708.75,4.28,0.2133,44,9,0,0.0,1,28.8,23.8,2,5,3,Footwear,UPI,High,Mid,0
O016295,C01139,P00173,2025-05-29 06:41:54.842871,1653.47,4.84,0.1514,52,8,1,0.125,1,40.3,32.4,1,5,3,Home & Kitchen,Credit Card,Very High,Premium,0
O016296,C07224,P00388,2025-05-29 06:55:01.102527,1914.43,3.88,0.1355,33,8,3,0.375,3,18.4,17.8,2,5,3,Home & Kitchen,COD,Medium,Premium,0
O016297,C05298,P01141,2025-05-29 07:08:07.362184,800.6,3.89,0.102,49,6,2,0.3333333333333333,2,37.2,2.5,2,5,3,Electronics,UPI,High,Mid,0
O016298,C04384,P00319,2025-05-29 07:21:13.621840,297.06,4.03,0.02,44,9,2,0.2222222222222222,2,21.9,6.1,2,5,3,Books,Credit Card,Medium,Budget,0
O016299,C01745,P01389,2025-05-29 07:34:19.881497,821.45,4.67,0.1545,27,6,1,0.1666666666666666,3,19.7,18.0,3,5,3,Electronics,UPI,Medium,Mid,0
O016300,C06374,P01238,2025-05-29 07:47:26.141153,165.36,3.61,0.1975,52,10,5,0.5,2,31.6,8.0,3,5,3,Fashion,Credit Card,High,Budget,1
O016301,C04398,P01499,2025-05-29 08:00:32.400810,1630.1,4.29,0.2424,30,6,1,0.1666666666666666,2,12.4,7.0,2,5,3,Fashion,Debit Card,Medium,Premium,1
O016302,C07086,P00487,2025-05-29 08:13:38.660466,773.07,4.48,0.2538,59,4,1,0.25,1,23.1,16.7,4,5,3,Fashion,Credit Card,Medium,Mid,1
O016303,C02446,P01552,2025-05-29 08:26:44.920123,3505.64,4.85,0.173,60,16,3,0.1875,1,6.1,2.4,2,5,3,Sports,COD,Low,Premium,0
O016304,C00346,P00917,2025-05-29 08:39:51.179779,2089.36,4.05,0.1967,30,5,0,0.0,2,41.4,36.4,3,5,3,Footwear,Debit Card,Very High,Premium,0
O016305,C02089,P02008,2025-05-29 08:52:57.439435,1212.38,3.63,0.1344,32,13,2,0.1538461538461538,4,33.7,9.6,2,5,3,Home & Kitchen,COD,High,Mid,0
O016306,C01604,P01074,2025-05-29 09:06:03.699092,723.99,3.6,0.0703,32,5,1,0.2,3,5.3,11.4,3,5,3,Books,Debit Card,Low,Mid,0
O016307,C07165,P00492,2025-05-29 09:19:09.958748,2000.07,4.15,0.0784,47,6,1,0.1666666666666666,1,1.8,5.7,4,5,3,Electronics,Credit Card,Low,Premium,0
O016308,C02875,P00172,2025-05-29 09:32:16.218405,449.82,4.37,0.2324,36,7,5,0.7142857142857143,1,36.4,13.1,3,5,3,Fashion,COD,High,Budget,0
O016309,C00473,P01204,2025-05-29 09:45:22.478061,2941.83,3.48,0.1691,38,12,2,0.1666666666666666,1,0.0,9.7,4,5,3,Footwear,Credit Card,Low,Premium,1
O016310,C04451,P01022,2025-05-29 09:58:28.737718,1855.41,4.2,0.1003,58,6,0,0.0,1,42.7,15.1,4,5,3,Beauty,UPI,Very High,Premium,0
O016311,C06633,P00280,2025-05-29 10:11:34.997374,828.75,4.9,0.2702,27,8,3,0.375,1,19.3,13.2,3,5,3,Fashion,Debit Card,Medium,Mid,0
O016312,C03998,P00289,2025-05-29 10:24:41.257031,590.46,4.53,0.0915,57,5,0,0.0,2,18.6,5.5,2,5,3,Books,Debit Card,Medium,Mid,0
O016313,C07162,P01090,2025-05-29 10:37:47.516687,339.24,3.8,0.2525,53,5,0,0.0,1,14.6,8.9,2,5,3,Fashion,UPI,Medium,Budget,0
O016314,C05820,P01596,2025-05-29 10:50:53.776344,1127.99,4.42,0.0476,44,3,0,0.0,1,17.3,13.2,3,5,3,Books,COD,Medium,Mid,0
O016315,C03690,P00924,2025-05-29 11:04:00.036000,1633.72,4.44,0.0763,25,4,0,0.0,1,29.3,54.5,4,5,3,Home & Kitchen,UPI,High,Premium,0
O016316,C02428,P00984,2025-05-29 11:17:06.295657,1252.29,4.2,0.0942,36,2,0,0.0,1,10.6,5.6,1,5,3,Electronics,UPI,Medium,Mid,1
O016317,C03307,P01388,2025-05-29 11:30:12.555313,733.33,3.64,0.1342,30,10,0,0.0,2,22.1,11.5,2,5,3,Sports,Debit Card,Medium,Mid,0
O016318,C05940,P00667,2025-05-29 11:43:18.814970,2227.0,4.23,0.0631,26,10,2,0.2,1,31.0,5.4,3,5,3,Books,Debit Card,High,Premium,0
O016319,C03224,P01731,2025-05-29 11:56:25.074626,1574.15,3.9,0.3058,54,4,2,0.5,1,8.3,8.6,3,5,3,Fashion,Debit Card,Low,Premium,1
O016320,C07062,P00243,2025-05-29 12:09:31.334283,2179.4,3.61,0.17,20,8,1,0.125,2,24.3,8.3,2,5,3,Electronics,Wallet,Medium,Premium,0
O016321,C05859,P01477,2025-05-29 12:22:37.593939,1668.58,4.14,0.2801,34,13,2,0.1538461538461538,3,12.3,10.6,2,5,3,Fashion,Credit Card,Medium,Premium,0
O016322,C07519,P00515,2025-05-29 12:35:43.853596,2112.33,4.01,0.2534,29,6,0,0.0,1,36.1,5.5,3,5,3,Footwear,UPI,High,Premium,1
O016323,C00181,P01219,2025-05-29 12:48:50.113252,13777.11,3.55,0.2466,62,9,0,0.0,2,6.0,10.9,2,5,3,Fashion,Credit Card,Low,Luxury,0
O016324,C01786,P01544,2025-05-29 13:01:56.372909,4421.08,3.94,0.2477,29,8,1,0.125,1,33.9,2.4,3,5,3,Fashion,UPI,High,Premium,1
O016325,C05284,P01277,2025-05-29 13:15:02.632565,1843.14,3.76,0.0712,53,6,0,0.0,1,13.7,11.9,5,5,3,Sports,Credit Card,Medium,Premium,0
