order_id,order_date,customer_id,product_id,category,product_price,product_rating,product_historical_return_rate,customer_age,customer_previous_orders,customer_previous_returns,customer_return_rate,quantity,discount_pct,payment_type,delivery_distance_km,expected_delivery_days,discount_bucket,price_bucket,order_month,order_day_of_week,returned
O015216,2025-05-19 11:02:20.673516,C03104,P01226,Books,755.47,3.78,0.0443,38,10,2,0.2,3,16.3,UPI,13.8,3,Medium,Mid,5,0,0
O015217,2025-05-19 11:15:26.933173,C03805,P01101,Beauty,1066.26,3.67,0.0909,19,8,3,0.375,1,30.4,Debit Card,10.9,3,High,Mid,5,0,0
O015218,2025-05-19 11:28:33.192829,C06478,P00468,Fashion,2656.39,4.19,0.2542,34,3,0,0.0,3,18.4,COD,16.6,3,Medium,Premium,5,0,0
O015219,2025-05-19 11:41:39.452486,C03317,P00490,Fashion,652.71,3.63,0.2598,47,6,2,0.3333,1,0.0,UPI,6.1,3,Low,Mid,5,0,0
O015220,2025-05-19 11:54:45.712142,C03313,P00335,Footwear,1259.88,3.97,0.2827,61,8,0,0.0,1,6.4,UPI,41.2,3,Low,Mid,5,0,0
O015221,2025-05-19 12:07:51.971799,C02792,P02450,Footwear,173.85,3.89,0.2366,25,8,0,0.0,1,16.1,UPI,13.7,2,Medium,Budget,5,0,0
O015222,2025-05-19 12:20:58.231455,C01819,P01308,Electronics,8207.0,3.54,0.1098,24,4,0,0.0,1,16.5,UPI,18.5,2,Medium,Luxury,5,0,0
O015223,2025-05-19 12:34:04.491112,C02659,P00552,Fashion,766.49,4.5,0.2404,49,9,3,0.3333,1,3.5,COD,19.2,3,Low,Mid,5,0,0
O015224,2025-05-19 12:47:10.750768,C03501,P00635,Footwear,1035.58,4.1,0.2332,20,9,0,0.0,1,13.9,Debit Card,7.7,2,Medium,Mid,5,0,0
O015225,2025-05-19 13:00:17.010425,C04427,P02276,Beauty,2506.81,4.06,0.0449,30,3,0,0.0,1,20.2,COD,15.6,2,Medium,Premium,5,0,0
O015226,2025-05-19 13:13:23.270081,C06517,P00557,Home & Kitchen,378.78,3.77,0.1469,30,7,2,0.2857,1,37.0,COD,5.7,2,High,Budget,5,0,1
O015227,2025-05-19 13:26:29.529738,C02412,P00071,Electronics,2786.3,4.17,0.1471,20,13,3,0.2308,2,9.3,Debit Card,52.6,4,Low,Premium,5,0,0
O015228,2025-05-19 13:39:35.789394,C07120,P00299,Sports,868.82,4.14,0.1764,42,10,1,0.1,1,9.3,Credit Card,21.9,3,Low,Mid,5,0,0
O015229,2025-05-19 13:52:42.049051,C04167,P00880,Fashion,1107.95,4.62,0.2303,39,6,3,0.5,1,5.2,COD,20.3,3,Low,Mid,5,0,1
O015230,2025-05-19 14:05:48.308707,C02730,P00859,Books,928.75,4.61,0.0635,39,8,0,0.0,1,25.8,Credit Card,12.3,3,High,Mid,5,0,0
O015231,2025-05-19 14:18:54.568364,C07437,P00354,Footwear,584.25,3.93,0.2562,56,7,2,0.2857,1,31.5,Credit Card,28.3,3,High,Mid,5,0,0
O015232,2025-05-19 14:32:00.828020,C03086,P01339,Fashion,269.31,4.04,0.2672,34,8,0,0.0,1,35.8,COD,9.3,2,High,Budget,5,0,0
O015233,2025-05-19 14:45:07.087677,C05952,P01493,Electronics,580.0,4.05,0.1102,56,4,1,0.25,2,22.3,UPI,19.2,3,Medium,Mid,5,0,0
O015234,2025-05-19 14:58:13.347333,C07556,P00077,Books,2715.39,4.16,0.0445,21,10,0,0.0,3,24.7,Wallet,8.4,3,Medium,Premium,5,0,0
O015235,2025-05-19 15:11:19.606990,C00884,P02062,Footwear,760.8,4.48,0.2016,25,10,2,0.2,1,11.7,UPI,8.4,3,Medium,Mid,5,0,0
O015236,2025-05-19 15:24:25.866646,C02065,P01922,Home & Kitchen,4217.51,3.79,0.1333,45,12,5,0.4167,1,0.0,COD,17.6,2,Low,Premium,5,0,1
O015237,2025-05-19 15:37:32.126303,C01657,P02271,Home & Kitchen,679.08,3.95,0.1159,57,11,2,0.1818,1,8.8,Credit Card,17.3,3,Low,Mid,5,0,0
O015238,2025-05-19 15:50:38.385959,C03031,P00056,Fashion,8104.27,4.18,0.2385,52,11,1,0.0909,1,28.2,Debit Card,5.7,3,High,Luxury,5,0,0
O015239,2025-05-19 16:03:44.645616,C00590,P01952,Footwear,437.09,3.52,0.1642,57,11,2,0.1818,1,22.1,COD,17.7,3,Medium,Budget,5,0,0
O015240,2025-05-19 16:16:50.905272,C00803,P02438,Sports,9148.73,4.57,0.1049,42,9,1,0.1111,1,22.0,Credit Card,14.3,3,Medium,Luxury,5,0,0
O015241,2025-05-19 16:29:57.164929,C07123,P02292,Beauty,924.45,3.55,0.0489,46,11,0,0.0,1,35.5,UPI,2.8,3,High,Mid,5,0,0
O015242,2025-05-19 16:43:03.424585,C06274,P02486,Electronics,1345.68,3.44,0.0537,57,9,0,0.0,1,5.5,UPI,7.4,3,Low,Mid,5,0,0
O015243,2025-05-19 16:56:09.684242,C02338,P02170,Electronics,2600.56,4.02,0.0865,56,6,0,0.0,2,14.6,COD,11.3,3,Medium,Premium,5,0,0
O015244,2025-05-19 17:09:15.943898,C03801,P01461,Footwear,622.68,4.01,0.1654,61,6,2,0.3333,2,0.0,Debit Card,3.2,2,Low,Mid,5,0,1
O015245,2025-05-19 17:22:22.203555,C01177,P00882,Footwear,5028.54,3.54,0.211,32,5,2,0.4,1,0.0,UPI,33.6,4,Low,Luxury,5,0,0
O015246,2025-05-19 17:35:28.463211,C07050,P00916,Books,817.31,3.68,0.0291,41,4,0,0.0,2,8.5,COD,4.5,4,Low,Mid,5,0,0
O015247,2025-05-19 17:48:34.722868,C00717,P00479,Footwear,1101.19,3.37,0.235,42,14,3,0.2143,1,35.1,Wallet,5.4,2,High,Mid,5,0,1
O015248,2025-05-19 18:01:40.982524,C05682,P00815,Fashion,4500.15,3.63,0.2368,54,8,0,0.0,2,22.9,Credit Card,14.6,2,Medium,Premium,5,0,0
O015249,2025-05-19 18:14:47.242181,C04356,P02491,Fashion,641.61,4.02,0.2244,56,5,0,0.0,1,17.0,Debit Card,18.2,3,Medium,Mid,5,0,0
O015250,2025-05-19 18:27:53.501837,C01726,P00072,Electronics,2918.15,4.04,0.0936,54,8,5,0.625,1,21.2,COD,4.8,2,Medium,Premium,5,0,1
O015251,2025-05-19 18:40:59.761494,C01632,P00800,Books,198.96,4.02,0.0626,60,7,2,0.2857,2,29.4,Credit Card,12.4,1,High,Budget,5,0,0
O015252,2025-05-19 18:54:06.021150,C04313,P02134,Beauty,1636.32,3.96,0.1511,34,4,0,0.0,2,22.7,Debit Card,9.5,3,Medium,Premium,5,0,0
O015253,2025-05-19 19:07:12.280807,C05592,P00996,Books,1486.54,4.52,0.0923,45,7,4,0.5714,2,20.6,UPI,14.3,4,Medium,Mid,5,0,0
O015254,2025-05-19 19:20:18.540463,C01998,P00935,Footwear,2110.07,4.76,0.1835,64,12,4,0.3333,1,10.3,Credit Card,12.6,3,Medium,Premium,5,0,1
O015255,2025-05-19 19:33:24.800120,C01501,P01061,Fashion,743.23,3.39,0.2357,42,11,1,0.0909,1,19.4,Wallet,8.5,3,Medium,Mid,5,0,1
O015256,2025-05-19 19:46:31.059776,C04495,P00724,Footwear,1603.88,4.03,0.1946,32,8,3,0.375,1,18.5,Wallet,5.6,2,Medium,Premium,5,0,0
O015257,2025-05-19 19:59:37.319432,C03600,P01013,Fashion,298.29,3.21,0.2309,47,10,0,0.0,1,10.1,UPI,8.8,3,Medium,Budget,5,0,0
O015258,2025-05-19 20:12:43.579089,C01600,P02322,Fashion,1128.64,4.4,0.2398,51,7,1,0.1429,1,15.7,UPI,5.5,2,Medium,Mid,5,0,0
O015259,2025-05-19 20:25:49.838745,C05110,P00442,Footwear,1172.28,3.58,0.2554,31,9,2,0.2222,1,14.3,COD,6.3,3,Medium,Mid,5,0,0
O015260,2025-05-19 20:38:56.098402,C00273,P00356,Sports,1525.56,4.24,0.1072,25,12,2,0.1667,1,31.0,Wallet,39.5,4,High,Premium,5,0,0
O015261,2025-05-19 20:52:02.358058,C06424,P00175,Fashion,569.59,3.7,0.199,50,6,3,0.5,1,26.1,Debit Card,28.2,3,High,Mid,5,0,1
O015262,2025-05-19 21:05:08.617715,C00286,P01760,Footwear,9591.79,3.34,0.2506,62,6,0,0.0,1,7.4,Debit Card,9.4,4,Low,Luxury,5,0,0
O015263,2025-05-19 21:18:14.877371,C02156,P01973,Sports,5806.4,3.72,0.0592,41,7,0,0.0,1,12.9,UPI,15.9,2,Medium,Luxury,5,0,0
O015264,2025-05-19 21:31:21.137028,C07889,P00711,Home & Kitchen,2712.03,4.23,0.1124,57,4,1,0.25,3,14.0,COD,12.2,3,Medium,Premium,5,0,0
O015265,2025-05-19 21:44:27.396684,C05374,P01458,Home & Kitchen,4907.13,3.58,0.1006,29,6,0,0.0,1,21.4,Wallet,14.0,3,Medium,Premium,5,0,0
O015266,2025-05-19 21:57:33.656341,C05105,P00093,Electronics,621.28,3.99,0.0411,23,3,0,0.0,1,25.4,Credit Card,8.0,3,High,Mid,5,0,0
O015267,2025-05-19 22:10:39.915997,C00889,P00499,Beauty,2083.06,3.89,0.0745,18,10,1,0.1,1,6.2,Credit Card,14.6,3,Low,Premium,5,0,0
O015268,2025-05-19 22:23:46.175654,C05516,P01526,Fashion,1766.74,4.01,0.2808,50,9,3,0.3333,2,0.0,Debit Card,18.0,3,Low,Premium,5,0,1
O015269,2025-05-19 22:36:52.435310,C02878,P00147,Electronics,1459.78,4.13,0.1038,62,6,1,0.1667,1,30.0,UPI,11.0,3,High,Mid,5,0,0
O015270,2025-05-19 22:49:58.694967,C07383,P02488,Home & Kitchen,1848.21,3.48,0.1327,29,9,5,0.5556,1,21.4,UPI,25.9,3,Medium,Premium,5,0,0
O015271,2025-05-19 23:03:04.954623,C01846,P01121,Footwear,519.95,4.02,0.2346,46,4,1,0.25,1,8.7,Credit Card,7.3,2,Low,Mid,5,0,1
O015272,2025-05-19 23:16:11.214280,C07185,P02255,Electronics,1084.67,2.81,0.1152,28,4,2,0.5,1,13.8,Debit Card,31.6,3,Medium,Mid,5,0,0
O015273,2025-05-19 23:29:17.473936,C06365,P00332,Books,902.39,3.89,0.0513,56,7,0,0.0,2,20.1,COD,26.4,2,Medium,Mid,5,0,0
O015274,2025-05-19 23:42:23.733593,C02135,P02457,Electronics,403.54,4.26,0.0688,38,13,3,0.2308,1,9.6,Credit Card,5.7,3,Low,Budget,5,0,0
O015275,2025-05-19 23:55:29.993249,C02774,P00035,Books,3599.27,2.72,0.02,51,7,2,0.2857,1,16.0,Debit Card,25.3,3,Medium,Premium,5,0,1
O015276,2025-05-20 00:08:36.252906,C05427,P00718,Home & Kitchen,1516.6,4.92,0.2111,56,3,0,0.0,1,8.7,Credit Card,16.5,1,Low,Premium,5,1,0
O015277,2025-05-20 00:21:42.512562,C06551,P00591,Fashion,1972.2,4.67,0.2823,44,11,1,0.0909,1,25.0,UPI,8.8,3,Medium,Premium,5,1,1
O015278,2025-05-20 00:34:48.772219,C05770,P02367,Books,464.75,3.41,0.0426,43,9,0,0.0,1,27.9,Debit Card,26.7,5,High,Budget,5,1,0
O015279,2025-05-20 00:47:55.031875,C02433,P00857,Sports,368.69,4.56,0.0652,25,5,0,0.0,2,24.1,Credit Card,28.1,4,Medium,Budget,5,1,0
O015280,2025-05-20 01:01:01.291532,C01873,P00188,Electronics,689.22,4.51,0.1095,46,4,0,0.0,1,28.0,COD,8.5,3,High,Mid,5,1,0
O015281,2025-05-20 01:14:07.551188,C06766,P02404,Fashion,1429.76,3.92,0.2007,61,7,0,0.0,3,0.0,Wallet,10.9,3,Low,Mid,5,1,0
O015282,2025-05-20 01:27:13.810845,C00320,P01168,Electronics,1031.99,4.31,0.1251,54,13,1,0.0769,2,18.7,UPI,8.0,3,Medium,Mid,5,1,0
O015283,2025-05-20 01:40:20.070501,C00864,P01376,Sports,4662.29,3.54,0.0489,54,9,2,0.2222,2,24.8,UPI,6.5,1,Medium,Premium,5,1,0
O015284,2025-05-20 01:53:26.330158,C00020,P00168,Fashion,2266.73,3.78,0.2298,39,7,5,0.7143,1,18.4,UPI,5.9,3,Medium,Premium,5,1,0
O015285,2025-05-20 02:06:32.589814,C01699,P01004,Fashion,811.55,3.43,0.2179,34,5,2,0.4,1,10.0,Debit Card,3.0,4,Low,Mid,5,1,1
O015286,2025-05-20 02:19:38.849471,C04371,P02090,Fashion,2748.22,3.51,0.2443,44,8,2,0.25,1,39.0,COD,18.5,3,High,Premium,5,1,1
O015287,2025-05-20 02:32:45.109127,C05124,P00011,Home & Kitchen,1916.81,4.57,0.1464,49,7,0,0.0,1,28.7,COD,30.4,4,High,Premium,5,1,0
O015288,2025-05-20 02:45:51.368784,C06378,P00208,Footwear,822.54,3.86,0.1663,24,8,0,0.0,2,13.2,Debit Card,25.8,3,Medium,Mid,5,1,1
O015289,2025-05-20 02:58:57.628440,C05604,P01945,Sports,1461.67,4.27,0.0578,41,7,1,0.1429,2,29.5,Debit Card,14.1,3,High,Mid,5,1,0
O015290,2025-05-20 03:12:03.888097,C04434,P00285,Books,1857.94,4.13,0.1267,23,8,1,0.125,2,4.6,Credit Card,11.6,1,Low,Premium,5,1,0
O015291,2025-05-20 03:25:10.147753,C07129,P01119,Home & Kitchen,1114.52,3.83,0.1122,31,7,2,0.2857,2,19.4,Credit Card,12.0,4,Medium,Mid,5,1,0
O015292,2025-05-20 03:38:16.407410,C01949,P00902,Home & Kitchen,1291.44,3.23,0.0678,18,7,2,0.2857,2,0.0,Credit Card,13.2,3,Low,Mid,5,1,1
O015293,2025-05-20 03:51:22.667066,C06563,P02262,Home & Kitchen,1292.04,4.66,0.1483,40,13,5,0.3846,1,23.5,Wallet,14.7,3,Medium,Mid,5,1,1
O015294,2025-05-20 04:04:28.926723,C06907,P00233,Fashion,1928.96,4.16,0.2371,19,8,1,0.125,3,0.0,UPI,8.9,2,Low,Premium,5,1,0
O015295,2025-05-20 04:17:35.186379,C07969,P00947,Electronics,1122.95,3.83,0.1605,18,7,0,0.0,2,19.5,COD,6.0,3,Medium,Mid,5,1,0
O015296,2025-05-20 04:30:41.446036,C06419,P00282,Fashion,525.68,4.13,0.2813,64,5,0,0.0,1,24.3,Credit Card,5.1,2,Medium,Mid,5,1,0
O015297,2025-05-20 04:43:47.705692,C01466,P00210,Home & Kitchen,7775.7,4.1,0.1287,23,7,2,0.2857,3,40.7,UPI,15.4,2,Very High,Luxury,5,1,1
O015298,2025-05-20 04:56:53.965349,C04440,P01903,Books,248.62,3.56,0.0312,32,5,1,0.2,1,5.5,COD,30.4,2,Low,Budget,5,1,1
O015299,2025-05-20 05:10:00.225005,C01118,P01491,Books,552.07,3.23,0.0452,45,7,0,0.0,1,21.9,UPI,25.2,3,Medium,Mid,5,1,0
O015300,2025-05-20 05:23:06.484662,C07980,P00143,Beauty,6456.57,3.78,0.0863,64,4,0,0.0,1,0.0,UPI,14.2,4,Low,Luxury,5,1,0
O015301,2025-05-20 05:36:12.744318,C06556,P00182,Sports,427.16,3.87,0.1374,43,7,1,0.1429,1,36.5,UPI,47.2,3,High,Budget,5,1,0
O015302,2025-05-20 05:49:19.003975,C00901,P02314,Footwear,1120.89,4.33,0.2326,18,7,1,0.1429,1,34.6,Credit Card,16.1,2,High,Mid,5,1,0
O015303,2025-05-20 06:02:25.263631,C00301,P00995,Fashion,644.47,4.03,0.237,35,8,0,0.0,1,7.6,Debit Card,5.6,1,Low,Mid,5,1,0
O015304,2025-05-20 06:15:31.523288,C04355,P00871,Electronics,838.6,3.92,0.11,40,4,1,0.25,3,1.3,Wallet,29.1,3,Low,Mid,5,1,0
O015305,2025-05-20 06:28:37.782944,C03927,P01190,Footwear,645.43,4.32,0.1715,41,11,2,0.1818,1,13.2,Debit Card,2.3,2,Medium,Mid,5,1,0
O015306,2025-05-20 06:41:44.042601,C00116,P00741,Beauty,448.04,4.64,0.0742,44,8,1,0.125,1,27.8,UPI,17.7,3,High,Budget,5,1,0
O015307,2025-05-20 06:54:50.302257,C02941,P00426,Home & Kitchen,2792.11,4.62,0.1044,51,14,4,0.2857,1,8.6,UPI,17.2,2,Low,Premium,5,1,1
O015308,2025-05-20 07:07:56.561914,C01985,P01296,Books,402.43,3.51,0.0231,47,8,0,0.0,1,1.5,COD,22.3,2,Low,Budget,5,1,0
O015309,2025-05-20 07:21:02.821570,C00982,P01497,Electronics,1172.97,4.02,0.0657,50,11,3,0.2727,1,20.2,UPI,16.1,3,Medium,Mid,5,1,0
O015310,2025-05-20 07:34:09.081227,C02489,P01495,Footwear,5384.16,3.62,0.2569,42,10,6,0.6,1,31.9,Debit Card,13.0,3,High,Luxury,5,1,1
O015311,2025-05-20 07:47:15.340883,C06113,P01903,Books,248.62,3.56,0.0312,39,11,5,0.4545,2,36.9,UPI,31.6,4,High,Budget,5,1,0
O015312,2025-05-20 08:00:21.600540,C04003,P00423,Fashion,282.99,3.8,0.2909,19,10,0,0.0,1,11.0,UPI,9.5,2,Medium,Budget,5,1,0
O015313,2025-05-20 08:13:27.860196,C06223,P00428,Beauty,1277.99,4.18,0.1122,50,9,4,0.4444,1,4.2,UPI,20.4,2,Low,Mid,5,1,0
O015314,2025-05-20 08:26:34.119852,C07774,P00352,Books,2527.04,3.98,0.1041,64,7,1,0.1429,1,8.2,Credit Card,29.7,3,Low,Premium,5,1,0
O015315,2025-05-20 08:39:40.379509,C04247,P02070,Home & Kitchen,758.22,3.1,0.0844,30,4,1,0.25,1,33.6,COD,11.5,1,High,Mid,5,1,0
O015316,2025-05-20 08:52:46.639165,C05382,P00501,Home & Kitchen,711.85,3.0,0.1015,62,8,3,0.375,1,15.6,COD,31.6,4,Medium,Mid,5,1,0
O015317,2025-05-20 09:05:52.898822,C03079,P00671,Fashion,713.58,4.51,0.2753,27,11,1,0.0909,1,15.8,Debit Card,1.4,3,Medium,Mid,5,1,1
O015318,2025-05-20 09:18:59.158478,C02961,P01860,Beauty,1040.35,4.14,0.0808,61,6,0,0.0,1,11.5,Debit Card,11.4,3,Medium,Mid,5,1,0
O015319,2025-05-20 09:32:05.418135,C07184,P00817,Footwear,968.09,4.28,0.1871,33,8,2,0.25,1,0.0,Debit Card,4.0,2,Low,Mid,5,1,0
O015320,2025-05-20 09:45:11.677791,C02954,P02333,Sports,1455.2,4.14,0.0604,38,13,5,0.3846,2,14.7,Debit Card,12.0,2,Medium,Mid,5,1,0
O015321,2025-05-20 09:58:17.937448,C01846,P01606,Fashion,508.5,4.51,0.2655,46,4,1,0.25,1,16.5,Credit Card,15.3,3,Medium,Mid,5,1,0
O015322,2025-05-20 10:11:24.197104,C07101,P00523,Footwear,566.94,4.75,0.1538,39,7,1,0.1429,1,27.2,UPI,19.7,3,High,Mid,5,1,0
O015323,2025-05-20 10:24:30.456761,C05392,P00079,Electronics,1700.21,3.91,0.0744,25,8,4,0.5,1,15.4,Credit Card,2.3,2,Medium,Premium,5,1,1
O015324,2025-05-20 10:37:36.716417,C03493,P00300,Footwear,1158.99,4.0,0.2791,35,2,1,0.5,1,20.7,Debit Card,13.3,3,Medium,Mid,5,1,0
O015325,2025-05-20 10:50:42.976074,C04925,P02053,Home & Kitchen,2694.39,3.73,0.1951,33,9,2,0.2222,1,13.4,Credit Card,11.7,3,Medium,Premium,5,1,1
O015326,2025-05-20 11:03:49.235730,C03631,P02373,Sports,748.74,4.34,0.0234,39,12,0,0.0,1,28.9,Credit Card,24.6,3,High,Mid,5,1,0
O015327,2025-05-20 11:16:55.495387,C04564,P00540,Fashion,427.26,3.73,0.2204,26,10,4,0.4,1,24.1,Wallet,17.7,4,Medium,Budget,5,1,1
O015328,2025-05-20 11:30:01.755043,C05543,P01986,Beauty,1762.57,5.0,0.02,32,10,1,0.1,1,26.6,UPI,15.4,3,High,Premium,5,1,0
O015329,2025-05-20 11:43:08.014700,C00563,P00060,Footwear,207.75,3.77,0.1862,41,10,8,0.8,1,5.5,Credit Card,5.8,3,Low,Budget,5,1,0
O015330,2025-05-20 11:56:14.274356,C01645,P01968,Fashion,1029.58,4.27,0.2579,24,5,2,0.4,1,22.4,COD,7.0,2,Medium,Mid,5,1,0
O015331,2025-05-20 12:09:20.534013,C04179,P01928,Electronics,1396.94,3.91,0.0517,39,9,0,0.0,1,21.8,COD,14.0,3,Medium,Mid,5,1,1
O015332,2025-05-20 12:22:26.793669,C07504,P01547,Sports,2549.9,4.39,0.0904,42,7,0,0.0,1,15.9,Debit Card,15.1,5,Medium,Premium,5,1,0
O015333,2025-05-20 12:35:33.053326,C05878,P00683,Books,4073.84,4.76,0.0466,29,12,8,0.6667,1,6.6,UPI,6.7,2,Low,Premium,5,1,0
O015334,2025-05-20 12:48:39.312982,C06575,P01748,Beauty,1831.45,4.39,0.1093,24,4,0,0.0,1,30.5,UPI,28.7,2,High,Premium,5,1,1
O015335,2025-05-20 13:01:45.572639,C07276,P01968,Fashion,1029.58,4.27,0.2579,28,9,1,0.1111,1,14.8,COD,16.4,3,Medium,Mid,5,1,0
O015336,2025-05-20 13:14:51.832295,C01333,P00804,Fashion,957.05,4.67,0.2018,37,8,0,0.0,1,25.2,UPI,7.3,3,High,Mid,5,1,0
O015337,2025-05-20 13:27:58.091952,C02194,P01960,Footwear,418.8,3.67,0.1982,28,5,0,0.0,1,20.8,UPI,17.3,1,Medium,Budget,5,1,0
O015338,2025-05-20 13:41:04.351608,C00257,P00666,Home & Kitchen,600.02,4.15,0.0902,49,7,1,0.1429,1,26.6,COD,5.6,3,High,Mid,5,1,0
O015339,2025-05-20 13:54:10.611265,C05982,P01154,Sports,726.17,3.3,0.0683,55,5,1,0.2,1,24.5,UPI,9.0,3,Medium,Mid,5,1,1
O015340,2025-05-20 14:07:16.870921,C04609,P01328,Books,3503.89,3.54,0.0747,59,7,2,0.2857,2,9.6,Credit Card,2.7,3,Low,Premium,5,1,0
O015341,2025-05-20 14:20:23.130578,C05823,P00823,Sports,1393.36,4.58,0.1346,58,6,1,0.1667,1,6.3,Credit Card,1.8,2,Low,Mid,5,1,0
O015342,2025-05-20 14:33:29.390234,C06660,P02281,Books,1153.57,3.74,0.0602,28,4,1,0.25,1,18.5,UPI,5.8,3,Medium,Mid,5,1,0
O015343,2025-05-20 14:46:35.649891,C04558,P02427,Fashion,650.74,3.93,0.223,58,7,1,0.1429,1,17.4,Credit Card,4.3,3,Medium,Mid,5,1,1
O015344,2025-05-20 14:59:41.909547,C07418,P00314,Footwear,4769.36,4.28,0.1794,38,12,0,0.0,2,12.7,Credit Card,17.9,4,Medium,Premium,5,1,0
O015345,2025-05-20 15:12:48.169204,C01130,P01819,Fashion,1288.54,5.0,0.2738,48,6,0,0.0,1,28.5,UPI,8.5,2,High,Mid,5,1,0
O015346,2025-05-20 15:25:54.428860,C06628,P01173,Footwear,532.53,3.75,0.1774,46,7,2,0.2857,2,17.8,UPI,12.3,2,Medium,Mid,5,1,0
O015347,2025-05-20 15:39:00.688517,C06263,P01493,Electronics,580.0,4.05,0.1102,28,12,1,0.0833,4,40.0,Wallet,19.8,4,High,Mid,5,1,1
O015348,2025-05-20 15:52:06.948173,C02260,P01231,Sports,333.28,3.52,0.1324,64,10,1,0.1,4,35.7,UPI,11.7,2,High,Budget,5,1,0
O015349,2025-05-20 16:05:13.207830,C01830,P00292,Beauty,1171.61,4.32,0.0793,64,11,3,0.2727,1,42.3,Credit Card,2.3,3,Very High,Mid,5,1,0
O015350,2025-05-20 16:18:19.467486,C01501,P00885,Books,4231.81,3.76,0.092,42,11,1,0.0909,1,16.9,Debit Card,10.8,2,Medium,Premium,5,1,0
O015351,2025-05-20 16:31:25.727143,C02127,P01099,Home & Kitchen,695.78,4.09,0.0483,32,6,1,0.1667,1,12.3,UPI,12.1,2,Medium,Mid,5,1,0
O015352,2025-05-20 16:44:31.986799,C03374,P01558,Sports,2654.9,4.35,0.0994,41,12,5,0.4167,2,7.7,Debit Card,15.9,4,Low,Premium,5,1,0
O015353,2025-05-20 16:57:38.246456,C07654,P01033,Fashion,869.72,3.79,0.1642,30,14,2,0.1429,3,13.5,Wallet,18.1,3,Medium,Mid,5,1,0
O015354,2025-05-20 17:10:44.506112,C06417,P01565,Footwear,2411.81,3.35,0.1928,27,5,2,0.4,1,31.3,Credit Card,23.6,2,High,Premium,5,1,1
O015355,2025-05-20 17:23:50.765769,C05676,P01123,Fashion,630.04,3.99,0.2142,30,6,0,0.0,1,18.8,Credit Card,18.6,3,Medium,Mid,5,1,0
O015356,2025-05-20 17:36:57.025425,C01372,P00455,Home & Kitchen,2770.97,4.93,0.1975,34,13,0,0.0,1,10.9,COD,12.1,3,Medium,Premium,5,1,0
O015357,2025-05-20 17:50:03.285082,C05432,P00826,Fashion,323.14,3.3,0.2448,28,5,0,0.0,1,49.2,Debit Card,13.2,2,Very High,Budget,5,1,0
O015358,2025-05-20 18:03:09.544738,C04249,P02171,Footwear,223.29,4.02,0.2155,60,9,0,0.0,2,25.1,Debit Card,9.4,2,High,Budget,5,1,0
O015359,2025-05-20 18:16:15.804395,C04588,P02463,Beauty,1470.27,4.13,0.1759,32,9,0,0.0,2,7.6,Wallet,19.2,2,Low,Mid,5,1,0
O015360,2025-05-20 18:29:22.064051,C02654,P00102,Sports,2944.84,4.36,0.1698,35,7,0,0.0,2,13.8,Credit Card,12.2,3,Medium,Premium,5,1,0
O015361,2025-05-20 18:42:28.323708,C05003,P01292,Books,1176.61,3.84,0.0755,47,7,2,0.2857,1,9.9,Credit Card,1.9,3,Low,Mid,5,1,0
O015362,2025-05-20 18:55:34.583364,C01264,P00211,Fashion,832.19,3.94,0.2531,56,13,1,0.0769,1,3.6,COD,9.5,3,Low,Mid,5,1,0
O015363,2025-05-20 19:08:40.843021,C06976,P00944,Footwear,273.13,4.45,0.2048,53,5,0,0.0,2,15.7,Debit Card,12.1,3,Medium,Budget,5,1,0
O015364,2025-05-20 19:21:47.102677,C07504,P00729,Sports,408.04,4.1,0.1226,42,7,0,0.0,2,3.0,Credit Card,16.8,3,Low,Budget,5,1,0
O015365,2025-05-20 19:34:53.362334,C05812,P01680,Electronics,1122.35,4.08,0.148,48,9,2,0.2222,2,9.9,Credit Card,21.1,2,Low,Mid,5,1,0
O015366,2025-05-20 19:47:59.621990,C00107,P00502,Books,660.83,3.63,0.0887,54,10,0,0.0,1,0.0,UPI,21.9,3,Low,Mid,5,1,0
O015367,2025-05-20 20:01:05.881647,C07171,P01723,Fashion,399.39,3.96,0.2545,60,5,1,0.2,1,24.4,UPI,15.0,3,Medium,Budget,5,1,0
O015368,2025-05-20 20:14:12.141303,C06589,P00366,Footwear,1874.62,3.99,0.1329,29,7,0,0.0,1,29.3,UPI,10.3,3,High,Premium,5,1,0
O015369,2025-05-20 20:27:18.400960,C06395,P01755,Books,603.09,4.21,0.073,45,9,1,0.1111,1,24.5,UPI,13.1,4,Medium,Mid,5,1,1
O015370,2025-05-20 20:40:24.660616,C06396,P01371,Footwear,727.42,3.29,0.1864,22,6,0,0.0,3,25.1,Debit Card,31.7,3,High,Mid,5,1,0
O015371,2025-05-20 20:53:30.920273,C06775,P01156,Books,983.43,4.23,0.02,62,10,4,0.4,2,11.6,UPI,8.3,3,Medium,Mid,5,1,0
O015372,2025-05-20 21:06:37.179929,C03380,P01256,Fashion,1030.45,3.01,0.2571,36,7,0,0.0,1,12.5,UPI,9.7,3,Medium,Mid,5,1,1
O015373,2025-05-20 21:19:43.439585,C03217,P00042,Fashion,2454.82,3.63,0.2728,18,10,7,0.7,1,9.2,Wallet,23.9,4,Low,Premium,5,1,1
O015374,2025-05-20 21:32:49.699242,C02184,P02086,Footwear,859.73,3.16,0.1745,48,9,5,0.5556,1,41.7,Credit Card,4.8,4,Very High,Mid,5,1,0
